complexity,loc,language_type,maint_type,skill,age,interdependence,team_size,exp,def_density,def_severity,churn,change_req,test_cov,doc_quality,cost
35,47933,java,adaptive,9,9,medium,2,expert,9.614175778465734,low,76.1742706469516,20,55.679838437317166,3.9124179694709693,16560.579102493775
63,4036,java,corrective,2,11,low,2,junior,5.992775178235918,high,5.829720386235704,39,70.87285799048996,3.6661538211907554,6537.960141126233
25,9354,java,perfective,7,5,high,7,senior,8.07477935651909,medium,99.8421233923774,91,13.443108283573402,4.4832416991024715,8284.2576371552
75,11277,python,adaptive,6,7,high,9,junior,1.0935590310947885,high,75.24024537194673,26,81.40669059512669,4.480421833376417,8435.997908454141
38,6495,typescript,adaptive,2,5,medium,2,senior,3.9729129294590573,low,86.39033162941132,1,60.610959985297306,3.315746237628013,5901.498687751646
2,20338,javascript,adaptive,8,3,medium,7,junior,3.368477014471527,medium,65.11977120953463,96,94.95374371136518,2.719425476444849,8453.277066028071
7,31346,java,adaptive,7,12,high,7,senior,5.694823881365918,low,85.62851280467623,79,33.95289191306933,3.5662811822603993,12658.22881819648
34,49977,java,corrective,5,3,high,7,senior,8.611135200614257,low,11.238297492870942,38,10.814594233719866,4.272848005481853,17244.061206847426
17,49004,javascript,adaptive,5,5,high,3,senior,0.7833821776200667,low,34.77378355593156,85,50.65012010369253,1.022608419364739,15670.883555597035
43,54645,c#,corrective,7,13,medium,7,senior,0.7257479804471079,low,87.64209436044928,55,8.581077170943885,4.967988036059404,19348.72611123969
59,32952,javascript,perfective,9,12,medium,1,senior,8.50317708157599,medium,20.165521126689224,12,96.95265233240067,1.731575089316797,12096.94632547185
51,40390,typescript,perfective,9,3,high,1,senior,2.128500860383574,low,7.824209858002273,55,3.8684958257191537,2.8809959426399048,15054.246847118611
54,42519,javascript,perfective,9,7,low,5,junior,6.687532544498137,high,78.8118939945219,65,75.3503901107308,4.488118939371467,15830.802788075303
24,6200,dart,adaptive,6,8,medium,2,junior,5.428781323608051,medium,83.54861556432962,77,52.510239814224406,1.9001615961767975,5954.3472846932145
25,29724,php,adaptive,10,0,high,9,expert,8.328935948872294,low,16.26522181899006,55,36.862065249828866,2.907180895601533,11443.831508869025
71,28243,java,corrective,6,12,medium,7,junior,1.2508890983640353,low,85.43459827827155,27,6.5842164508654655,1.5303287207247167,11807.987411321414
52,41364,typescript,perfective,3,3,medium,4,senior,1.2978296572261128,medium,68.67677955971696,63,62.216692417360775,2.5803053015527704,14747.647052139195
70,9607,python,corrective,1,3,medium,4,expert,5.568183602783075,low,52.00826832165839,70,58.522032939095524,1.70854181917201,7343.574770948997
33,46314,php,adaptive,7,1,low,2,junior,9.46378653358371,high,83.0250192781385,81,28.088327306759975,2.454510995084628,16036.969028858364
49,57435,java,corrective,4,5,medium,5,senior,4.1499775837075425,high,41.92492493189658,63,91.02217014103121,2.493856867170888,18437.070671158912
29,38010,php,corrective,1,2,high,4,senior,3.2694210025469497,low,19.39939562233972,55,30.41100073428369,4.97268315839333,14638.856257284642
63,44680,php,adaptive,8,6,low,1,expert,6.066893231978858,medium,28.485267661061364,40,44.97254105921061,4.979252117215089,16902.81490393584
22,41047,php,corrective,6,12,low,8,expert,9.304486005450311,low,50.51640182933148,99,54.37624559186557,1.4591451146424497,14285.25325365149
26,8808,php,perfective,6,10,high,3,senior,8.369278328446237,medium,53.13307926731758,40,10.02318781762861,3.903875117313389,7805.197110568167
28,57091,java,corrective,2,10,low,6,junior,9.954836107332198,medium,80.55808264412336,99,93.21617192136323,1.2069819186764046,17743.135574618496
49,59187,python,corrective,1,4,low,4,senior,0.2256858320237709,low,79.13527236523345,3,37.45361524510411,1.1207680613487545,17879.17847513916
71,19189,javascript,adaptive,2,3,high,9,senior,1.1285814471276223,low,58.13665572045748,56,8.077921387434362,1.4213355769798572,9660.67414282979
49,44084,python,corrective,4,4,high,7,senior,6.09467763366622,medium,78.07854833654764,29,38.72911736753299,4.861942628031736,16324.749750547122
20,18053,c#,corrective,2,7,medium,9,junior,8.205764393338498,medium,19.1773458293671,87,60.02025470925807,4.76345419157879,9538.311465131053
63,36812,java,perfective,1,2,high,3,junior,2.8524434230676654,low,5.006452709329434,83,51.36526718213295,1.7757112811227218,13730.049180277092
61,44125,dart,corrective,7,13,low,1,senior,2.3921108803421873,medium,87.36338226347002,45,69.4541974037274,1.646689342214846,15452.781636179026
49,47802,c#,perfective,8,6,high,5,senior,7.869757993812009,medium,7.5554493762769575,55,5.5483942067910625,1.962140346063788,16625.660675048275
71,33235,php,corrective,6,13,medium,3,senior,0.5638185385323158,high,24.66884297439973,30,28.45406102720561,3.0621879763005686,13961.710451582296
1,34428,python,corrective,4,5,high,6,senior,3.693826475825851,low,69.53189496243846,87,81.92305768401023,3.2788185281416395,12461.01888909969
13,19311,php,perfective,6,11,medium,8,expert,5.058092225923297,high,40.94479376273091,6,7.989368779136086,1.8863737217577894,8931.76631069645
51,4020,typescript,corrective,3,0,medium,4,senior,5.603486743503234,medium,87.63139699155089,89,85.54859546959575,4.026491152359781,6301.208167666089
56,31816,javascript,corrective,8,12,medium,5,junior,7.286151567927769,low,29.797979466226955,76,9.189609207710625,2.238212677610603,13101.686453578868
62,901,c#,corrective,10,6,medium,5,junior,3.548457234306582,medium,1.1871346669359295,53,83.44542148916962,4.688525302117641,5525.054747632297
32,45836,php,corrective,2,13,high,4,junior,6.126843446746072,medium,30.06556405607441,7,36.078840107872665,3.6268908258269223,16132.00749183165
30,50358,python,perfective,5,12,medium,4,expert,5.853754227909564,high,57.80750491848317,54,61.22090632572158,2.7454047772144468,17286.025399744623
29,52922,javascript,corrective,1,6,medium,4,senior,5.476161006537471,low,37.59383754032933,68,15.288711564799817,4.1596480068113815,18232.20137222259
49,1299,java,perfective,6,13,medium,4,senior,6.404832931422122,medium,53.48727557587553,43,6.616872172518084,4.271658504186659,6565.277560415456
45,54840,python,perfective,2,11,medium,4,senior,2.594491710680763,medium,87.65981188350187,12,21.59382040201351,2.1619264224357746,18041.696905827986
30,59083,java,adaptive,4,0,high,5,senior,0.8464875358462898,high,91.24850542303685,92,12.785381790869554,2.3588581753443374,19486.571338433572
16,790,python,preventive,6,8,high,2,expert,1.1927167203974343,medium,26.59740646541121,19,31.24058976796318,4.743820614914414,5609.844328420931
40,11092,python,corrective,10,5,medium,2,senior,2.2458238265390107,high,46.21404732699007,77,51.43832465110202,1.6589641534530877,7326.168747789585
19,50732,python,preventive,8,11,high,9,junior,5.001979355227853,high,54.91440152414512,31,58.875946356500954,1.1686016678517368,15894.209800176255
18,36343,kotlin,corrective,8,1,high,2,junior,8.404427505460202,low,94.9112456888247,59,78.9868107379743,2.8162212904381967,12702.807175227788
1,6702,javascript,adaptive,6,4,medium,6,senior,7.012933420883841,high,99.86173191643847,49,65.62398932483586,4.204839600974516,6114.028745183163
78,50936,kotlin,adaptive,4,12,medium,2,expert,7.890406042020471,high,23.540724884152663,26,60.8758325129553,4.086672425242983,18696.53615515615
47,53079,javascript,corrective,8,10,high,5,senior,3.5097562392609136,low,72.69798713458154,24,41.17820274857746,4.67812251565133,18408.92051543653
66,20378,java,adaptive,8,3,medium,4,expert,4.046537416485502,medium,37.80310622331952,51,47.38084349601387,3.132802657476161,10306.104214641819
38,58071,javascript,perfective,10,6,high,7,senior,3.9368188599061282,medium,0.8108196886213226,67,41.45208293901811,1.4002586862661333,18233.612473092573
51,27241,javascript,corrective,1,7,medium,7,junior,1.9187318440450152,low,0.9252522435902355,20,84.21660300613831,3.3547558973440643,10738.614151803871
63,35184,python,corrective,4,10,medium,6,junior,0.6121665814357202,low,46.05660075622558,17,23.000045254839986,4.113582457412846,13977.827397743546
4,33345,c#,perfective,4,13,low,5,junior,5.909160928272268,low,48.833491300433465,38,0.5720931541964625,1.3733124810793056,11843.162652773348
1,55606,java,adaptive,7,10,medium,1,senior,9.892166834205861,low,2.2569696573442655,14,65.13198972262393,1.690629604390359,16463.80755218665
8,23693,c#,preventive,7,0,high,3,junior,1.6682970495026284,medium,68.69274167743025,52,20.246218363883138,1.0491626446226836,9237.591328060127
29,1169,c#,perfective,8,4,medium,9,senior,0.46684819899273755,low,29.400338859495314,37,89.01151363098093,3.3746103177872415,3943.758150514005
55,38810,python,preventive,5,2,medium,1,senior,7.795316818239329,high,55.98931015359494,47,85.9046329706656,4.546937567783617,14854.060485896374
3,35263,python,perfective,7,0,high,5,senior,2.525860066847242,high,30.091907316541878,51,7.672737192820589,3.682653264008398,13234.896348976708
32,52485,php,corrective,8,11,medium,2,junior,8.296438053529284,low,16.71343148693072,87,10.638840541407735,4.928160350363928,18807.666978240646
10,37231,javascript,corrective,9,2,medium,4,senior,7.039366670345154,medium,40.71737385988753,71,49.51715922466663,1.2521346099990462,12422.95066617618
74,46281,python,perfective,3,13,high,1,senior,9.456735370508046,medium,23.227336479050077,27,60.92226627693547,4.612004340605985,17644.04110013622
34,8055,dart,adaptive,3,5,high,3,senior,4.0892723575667205,high,53.480097691916804,84,27.490833748224077,4.256273149546723,8158.653841295949
55,4614,python,corrective,4,13,low,7,expert,6.619698394506342,low,19.882853028647997,15,71.67977166993707,2.2569660819980197,5549.311406102195
32,11693,c#,corrective,5,6,medium,3,junior,4.648547808132707,low,50.840597664462706,15,59.49160209188715,4.894106207349007,7597.213135430984
50,18670,dart,preventive,10,7,medium,4,expert,6.305886973085435,high,15.737851486886756,34,32.48241097485547,2.15175099268566,9501.210860030338
7,36377,java,adaptive,1,12,medium,2,senior,4.495989060077373,high,67.09747094857849,16,2.5371488042315593,4.557218895312873,14367.150902580763
8,57558,python,adaptive,7,10,medium,3,senior,1.8863224642407483,high,75.39376844414241,72,75.01502812985177,4.522994308296758,19022.61820355088
65,17138,python,adaptive,9,3,medium,9,senior,5.078974160033809,high,11.039423424993377,98,21.475366582508272,4.03063046641189,10333.487109189999
57,11329,java,corrective,8,2,low,3,senior,5.285842014374423,low,46.78024120373392,51,83.44737434626283,3.2538818952514075,7212.457917189147
67,34777,python,corrective,5,4,medium,5,junior,8.10603848260161,medium,7.087170065487358,92,42.02902600542552,1.4800109984675522,13333.428864289755
59,45617,c#,corrective,4,8,low,2,senior,7.355207057935812,low,59.81824455420024,81,57.707744263176544,3.127886937985993,16455.345892250392
72,1384,python,corrective,7,12,medium,4,senior,6.637916239414441,low,26.440429792964537,11,87.29487304090019,2.4271850226197382,4909.345300618967
54,28351,javascript,perfective,5,5,high,7,senior,1.1338709555257254,high,52.76244568387079,82,86.36230009199534,4.168868132621407,12555.027853051608
67,41464,dart,adaptive,7,8,high,7,senior,7.20616290663715,low,51.746100938429116,47,37.15195752435733,4.032516825987379,15868.400986094606
51,40928,php,perfective,1,5,medium,3,expert,5.003051563545148,medium,92.43543461938005,21,20.888889271484313,4.642450029490421,15905.712503955536
8,13133,c#,perfective,1,1,low,5,senior,8.940995361061592,high,54.90832225687229,48,77.51460777285946,1.0593206497268315,6229.7287802864985
34,40711,java,corrective,10,12,low,1,junior,9.198709341305428,low,58.29984797183157,51,43.30802036021312,4.236412867292184,15100.71173267146
35,40574,c#,adaptive,3,4,medium,1,senior,0.5515659060178546,high,40.165312576438026,78,19.204199355900407,4.753848212498675,15973.10357565352
78,55348,javascript,adaptive,2,11,low,5,senior,8.206415603544787,high,94.90796031828168,0,90.44253423171502,4.1572017964326005,18943.8554529279
32,6401,javascript,perfective,2,10,medium,9,senior,0.3769739042267062,medium,77.71859094396096,65,19.810419424108737,1.5207778394814668,6155.653862481688
46,19790,python,corrective,7,8,low,1,senior,3.6716962569502263,low,28.540529030284155,63,2.580716819123108,1.325116419363551,9527.63742018426
16,50289,php,adaptive,10,7,high,1,expert,5.422999756210791,medium,84.42095857762321,7,2.0279973767419968,1.0833809592308032,16265.504324642256
68,39354,javascript,adaptive,2,6,medium,4,junior,1.4810079862712744,medium,43.239636018508996,85,62.231535645426426,3.514980903312284,15199.92635677038
37,51593,python,corrective,4,0,low,4,senior,7.463138125690768,medium,82.8667143533594,24,66.16750607175304,3.518690607439549,16668.485992221915
54,30192,java,corrective,2,3,high,2,expert,0.08354704172138572,low,82.28880682935021,65,31.10417050569839,4.947654856872849,13749.513321768072
14,11247,javascript,adaptive,6,11,medium,9,expert,1.6859904843403684,high,18.88701867628544,72,32.00109892470634,2.592172696416383,7600.772031515464
55,9316,php,perfective,8,6,low,9,senior,5.807968298534757,low,70.1141131383577,72,33.94939150599428,2.327625139589987,7035.704050038115
48,23955,ruby,corrective,10,10,medium,2,expert,7.143875620372924,high,29.06429693065311,76,68.01585467588787,3.49769970873757,11597.688686801184
7,22609,php,adaptive,4,6,medium,9,junior,9.166431026939161,low,29.749266999266823,69,5.813379102682859,4.302434690030376,10340.162929253247
74,52702,python,corrective,5,5,high,6,expert,7.054966519346238,medium,29.634807688058075,93,92.91163526913256,4.747095798092007,19128.02124711505
7,24976,javascript,perfective,4,7,low,8,senior,6.7177927025486595,high,72.55682475599482,78,22.252104417744643,4.212496664716154,11299.009198246491
33,45691,javascript,corrective,3,10,medium,4,junior,3.943411463506643,low,22.982604179253606,50,99.96732052420923,2.706695922463219,14984.24448673677
23,5380,python,perfective,5,12,low,2,junior,0.012844255268014138,low,0.09058352460902253,52,17.1522693787187,3.5396569412482566,6245.849692314014
19,2968,java,corrective,9,5,low,2,senior,1.2015925873562194,medium,71.52368534826331,14,77.15464573123775,4.425197306864468,4935.9157620034985
19,12639,php,corrective,8,9,high,9,junior,5.345545447560392,high,17.118474383512527,49,22.341254492962502,2.962438753246958,7842.6153596117865
36,7255,python,corrective,8,2,high,1,senior,6.751298858444197,medium,10.448239530783464,70,8.084680164325398,1.8667465748215708,6675.4612959313845
29,41541,javascript,corrective,8,3,medium,7,junior,4.174482838964625,medium,23.751612059406014,74,87.49333243506489,1.6788937589914918,13445.712231754409
60,5095,java,adaptive,8,13,medium,3,junior,7.306790115283902,low,37.9900522322704,37,85.87512591908919,1.000630978312227,5263.349137751379
2,11493,python,corrective,7,2,low,3,senior,5.218622953321788,high,47.59063274732007,39,40.357039244960134,3.872951979925137,7081.297894548311
1,26147,java,perfective,8,0,high,2,senior,0.7417619559431221,high,4.457004071263082,65,70.23961425404268,1.444388835383962,9656.971019315115
47,22986,dart,corrective,8,9,low,6,senior,1.9201625096794883,medium,97.05733326273605,38,55.706593268391714,1.9753563987837617,9893.032918451852
69,56366,php,corrective,8,4,low,2,senior,8.399982232439429,high,71.60630534195582,73,85.29561136737487,2.1915053260911734,18608.698449771025
20,59110,kotlin,corrective,10,0,medium,4,expert,7.249127466244395,medium,32.31940653243362,16,31.505596931865444,3.2415194405470733,18365.081894627485
11,14003,javascript,corrective,7,0,medium,9,senior,8.94761987012495,medium,31.869725728539734,6,52.367239999898516,2.591829109183077,6466.994893832574
2,32697,python,corrective,1,1,medium,9,senior,1.1755724912093657,low,44.85425493684594,38,48.537237120455046,3.6986959680926472,11542.850250818292
67,13721,javascript,adaptive,4,12,low,6,senior,9.90222534615074,medium,62.6244822763033,67,35.39058262568587,1.2225546373148108,8502.427246683179
12,55671,javascript,adaptive,4,3,medium,4,junior,2.094067139499336,medium,14.637306658896776,34,89.14550645563722,1.4957567770577578,16168.102930979518
20,11566,php,adaptive,5,5,medium,7,junior,0.1177987628664201,low,18.892981376495232,50,16.587792466253546,2.996846014133067,7027.664431372346
5,59926,python,adaptive,10,7,low,1,senior,9.974229390535541,medium,85.94345828335508,46,14.950863952069614,2.3478591513873193,18673.504231506296
37,34221,javascript,adaptive,6,12,high,4,expert,2.8107388544511314,high,25.625492388907254,35,57.69095353227514,2.183253451005439,13258.79021840175
38,53898,python,corrective,4,2,low,5,junior,6.680194525125599,medium,38.01949979751775,63,65.7494229984942,1.268112316150091,16598.111641321382
9,28912,java,adaptive,2,0,medium,8,junior,1.766823141763052,medium,87.12718509501171,94,19.461925432456518,4.582876698992006,12089.33402687989
53,53521,ruby,preventive,6,2,medium,2,junior,5.802285321991417,high,66.31478293998225,88,39.07174422546241,3.767274344500203,18751.884714645334
44,50326,javascript,adaptive,8,11,low,5,expert,9.040349864545593,low,34.171187934168834,12,94.65638429787437,1.4864726272785975,15685.01108244649
24,50900,java,adaptive,8,2,medium,6,senior,3.201811674284386,medium,68.36995457246208,17,24.6617422690674,1.2601838309485625,15652.21413557652
74,23277,java,corrective,7,4,high,5,junior,6.702539760443592,high,1.968321538141371,20,66.83607021173941,4.8994901337249726,11448.877392053311
30,56209,javascript,perfective,6,10,low,9,senior,1.879035887984165,medium,73.56426600113653,64,74.01493936975908,3.7246902017580195,18225.80557788773
59,31889,php,perfective,2,11,high,1,senior,6.247953987187253,medium,48.701604051623946,99,44.81286994651595,2.669824284374966,13933.043762259947
14,57261,php,adaptive,7,11,medium,3,senior,3.3645035181751015,low,81.31821472844612,7,93.7525986759583,3.8069241630231394,17674.165143088314
9,31624,kotlin,preventive,5,3,low,2,junior,2.1120825858795165,high,95.46376520064683,47,73.66567352187904,4.025327145920636,11955.282479409552
40,43275,php,corrective,6,12,medium,3,expert,3.1318205070363514,medium,92.57885494945684,84,45.79245798608979,4.119848809555117,16652.490858930425
66,5377,java,corrective,10,3,medium,9,senior,1.7884106850779935,high,90.92650434553407,42,56.933520177609395,2.9115092226122306,6275.485602810646
25,53606,c#,perfective,8,8,high,9,senior,9.019161078378827,medium,51.21699559338872,52,69.26134434251007,2.719531032499392,17213.26457154522
73,30349,javascript,perfective,8,6,high,2,junior,3.9718688631712884,medium,36.014211413893804,84,59.219018042921824,1.0441123370756014,12340.961865860521
22,15938,java,corrective,3,3,high,3,senior,2.4527930497436734,high,46.503532473067274,26,87.86975838260759,4.706228460567353,8676.448795844437
4,3091,php,corrective,7,2,high,4,senior,4.484078410159329,medium,68.98960033133608,18,35.68886622804012,3.4132315135557723,4853.063927906173
26,27836,python,corrective,1,5,high,9,senior,3.2053616680649553,medium,88.39977768711867,22,29.988574005580492,1.8126157487598724,10784.65373150303
58,48696,typescript,corrective,1,2,medium,3,junior,7.44419253813326,medium,20.698630300011956,49,21.38388894952643,4.678413677685747,17630.40576756039
29,15199,javascript,perfective,7,5,medium,7,senior,9.712199118854944,high,91.8193158461703,50,3.7782968064595135,4.6597276070811855,9524.62869764877
37,20108,c#,adaptive,10,10,medium,3,junior,4.380336566976468,medium,81.5180231969889,42,4.301396438005534,4.956736657464384,10872.44011066944
75,55443,c#,corrective,9,12,low,7,senior,8.610333999722403,medium,97.88560151782346,98,87.00551931092828,4.496226252555916,19696.629850945956
70,3651,php,corrective,7,10,high,7,expert,5.658630735596195,low,88.02517732816871,50,67.83931464059073,4.991137551280259,7316.938536118496
18,49347,c#,corrective,10,12,medium,9,senior,1.5723566509423348,high,27.993732969190667,68,66.05324154364861,1.9787447524930903,15985.956518008554
42,49756,c#,corrective,5,12,low,2,senior,6.906227420813416,low,10.595591134404769,40,61.464281893488604,4.368998340796937,17234.64997386083
41,22206,python,adaptive,8,11,low,6,senior,5.134344971258201,medium,11.224107199158862,71,84.92191446941048,4.2921132351830575,10510.857813490016
38,22299,javascript,preventive,2,8,medium,9,senior,6.506065232521035,medium,29.12233185782761,10,48.026692566562744,1.923761436882935,9284.302965128412
34,54621,python,perfective,9,5,medium,2,expert,8.89687412571665,medium,61.418372398453926,79,87.04108285583003,1.393750196003963,17327.93473589736
17,1476,ruby,corrective,6,11,medium,2,junior,4.404345706560461,medium,80.43203260971725,87,35.944502618223915,4.917682054710399,6286.77531798696
37,58935,javascript,perfective,9,3,medium,5,senior,9.011776232173556,low,89.92503069815648,84,92.67075043390905,2.1840982060824414,18221.299601811934
25,56779,c#,perfective,2,4,medium,8,senior,7.506690142816549,medium,62.37533843692328,51,69.86569800812401,4.483567161871225,18431.547462969258
76,32693,python,perfective,3,12,medium,9,senior,4.886049258779847,high,0.563131274805373,22,25.71771360244273,1.0165086186984156,12825.73306659235
27,4742,python,adaptive,8,5,low,2,senior,6.032221356579637,high,18.63167765185335,48,56.40849216886251,1.0840992288784088,4895.2203387322415
57,15802,ruby,corrective,1,10,low,5,senior,3.2558113251901144,low,9.972620385336795,37,53.303056148825554,2.8634852347854736,8657.346886448508
31,40334,python,corrective,10,2,medium,7,expert,9.835972997387742,high,36.332447556901,46,13.789882173033396,1.9548587357402543,14255.229297653446
6,7679,python,corrective,7,7,medium,6,expert,6.67351163050396,medium,50.13509936337459,71,59.12429057506141,3.759365133743857,6582.468462778717
40,8587,python,corrective,7,3,low,6,senior,0.43846852496629896,high,4.339717857856085,6,31.478562371695794,3.2622573022718173,6454.0614181571445
12,40167,kotlin,corrective,1,7,medium,7,senior,3.266219057480088,medium,34.84779757956553,65,5.234876680960243,1.3099431898019658,13814.066294845117
53,29540,ruby,adaptive,9,9,low,3,expert,6.233144337590575,medium,17.917967462532257,93,94.86561577065649,1.6505131852628683,11799.316494699551
71,37833,java,perfective,8,9,medium,3,junior,0.563332777992398,high,64.70701662588739,76,64.14903690642878,2.552197080233657,14704.355824060875
10,17619,java,adaptive,4,2,medium,9,junior,0.23884191319142767,high,46.427236932434,61,87.6918931870847,1.7424162558217327,7373.850463454628
45,46785,java,corrective,10,9,medium,8,senior,4.5002423952780255,medium,49.531764693390876,86,67.60560050132531,4.168889388975714,16713.965703916594
17,18677,php,preventive,5,6,high,5,expert,3.3269017969267,low,42.76917880334611,28,35.698369214011294,2.66428094221312,8840.016060321093
26,26858,c#,preventive,2,10,low,6,expert,4.3829860803316585,medium,95.6019710486567,37,51.268807232881144,1.373727467369997,10587.756717519816
62,21736,python,perfective,9,12,high,1,senior,2.626933098800052,medium,21.473512512156322,100,67.57467603471771,2.9373716090884994,11265.058239300533
46,8911,python,preventive,6,11,medium,1,junior,1.6471774694298091,low,51.66642598438743,83,96.02523252014376,1.3633527242456567,6393.533391159896
64,17814,python,adaptive,3,8,medium,4,senior,6.891433569803377,low,73.60173683653359,32,25.366945912169648,1.5157492216792687,9134.108038921113
2,14698,c#,preventive,7,3,medium,2,junior,5.145711162678005,high,55.684441313456254,28,87.49770586241176,1.9584393281128212,6608.744666874703
54,28851,php,corrective,9,7,medium,7,junior,2.0015421124936683,low,92.90208857168011,78,92.40778052942694,4.438110820989959,12141.226121370011
65,38545,java,corrective,3,2,medium,2,senior,3.195894262599983,medium,37.796835564128415,22,67.04155146589565,4.698450129331888,14707.317150828054
51,47630,python,corrective,2,6,medium,2,junior,5.918079076633259,low,46.3675805773178,2,93.12666274013378,4.305030917328276,16003.861691450942
53,26545,python,corrective,7,2,low,5,expert,0.7222934827247784,medium,8.852231521472842,100,39.78785874773685,2.336308869671389,11512.37235826138
36,25916,kotlin,corrective,7,11,low,4,senior,1.4745300926617955,low,60.89991110519285,92,95.30161760404428,2.0897857644353266,10539.283252870691
26,32817,java,adaptive,4,6,medium,8,senior,0.7324560410739012,low,28.821196844810604,44,70.27828771659749,3.1966227631609567,11886.913182198768
29,8908,php,perfective,9,13,medium,4,junior,8.123173327141188,high,16.030903951556887,7,4.20057674188119,3.8874126421324493,7484.172830608693
21,6549,c#,adaptive,8,10,medium,6,senior,7.524092332120093,high,54.45312929045081,85,90.68728318190527,4.973491152640699,7068.43081113933
11,52590,java,corrective,1,9,low,5,junior,7.533129318792571,low,53.23102633799106,28,48.44728090331925,1.5262828475157049,15969.433675837
40,1750,java,perfective,1,9,high,2,expert,7.16325343476028,medium,7.587164122404754,1,46.032698477783285,1.1971679960952177,4745.347076252667
11,24544,python,adaptive,5,10,high,8,expert,6.693854236698692,medium,69.82154534944728,49,56.646660597963425,3.777423555981084,10891.644449478681
36,35299,c#,corrective,6,10,high,2,senior,4.76991915378175,high,62.377219065085285,64,14.938454677122792,4.328903134015622,14946.39033650301
59,9804,php,adaptive,3,5,medium,9,junior,6.42278163507115,high,18.90172827464972,19,46.916604856739866,4.385395119465693,7699.98327211889
39,51416,c#,corrective,9,1,high,9,expert,0.3836155478797465,medium,46.943486215404384,51,83.11272167177457,3.7138541963086427,16951.977589715316
54,1681,javascript,corrective,10,10,high,3,senior,6.214644226567846,medium,72.032291647856,84,1.5482459137515336,4.816063216476748,7480.593853014574
55,29905,python,preventive,6,2,medium,4,junior,7.778777055368772,high,52.94357405412765,36,27.29171603243713,3.0440190541783476,12345.565380008911
24,17496,kotlin,corrective,4,5,medium,8,senior,5.003583603843902,low,39.54890761835702,71,0.245458644384422,4.65525919334485,9737.82274216925
22,46775,php,adaptive,7,13,high,9,expert,3.5751332842723693,medium,32.233845808094365,26,41.571130914984835,4.871248547966092,16769.0071344955
69,8405,java,perfective,8,3,medium,3,junior,2.7742673480097912,high,61.039386664405356,46,72.83155104937347,4.388629828012431,7664.157867520146
56,5837,dart,perfective,9,5,medium,5,junior,6.428020501620825,high,93.91086983102406,98,79.87718291146285,2.2390342530344824,6479.823816777422
33,50311,c#,corrective,6,0,low,8,expert,6.928011986299087,medium,67.17448404774834,5,94.51897611270066,1.784862604681181,15077.024368703953
36,20656,javascript,corrective,6,9,low,3,junior,8.709675998625425,medium,7.474590363631551,59,60.85046129707865,3.1924802599272737,9707.97343171364
20,46143,ruby,corrective,8,11,high,7,junior,3.423340824609907,medium,46.06849734821338,44,25.462686665289546,2.812059001520754,15780.88713689793
62,57156,php,adaptive,5,0,medium,8,senior,7.6977230738558555,medium,89.08241315106275,43,92.4147949136699,4.511033368770931,18762.847455412357
73,49612,c#,adaptive,3,2,medium,3,expert,5.613558241893379,medium,9.446242580108688,82,77.53157538803761,1.4001266842686149,16826.64298740622
26,46552,python,corrective,3,7,low,2,senior,8.828364906780791,medium,98.88757121375433,17,57.44284830031445,2.0309602452460744,15156.4944065906
66,3943,java,preventive,6,7,medium,7,expert,5.278121082956208,high,94.90693936454213,64,69.56402157189359,4.007195778074834,7066.153185069644
73,14100,typescript,adaptive,2,10,medium,9,senior,5.176298283979673,high,7.827448072987586,24,92.43163550074291,1.3799465799092485,7739.080155942042
73,53822,java,corrective,6,3,low,1,junior,5.778770814409091,low,93.3413320449555,26,71.23940284729217,2.283057656086801,17382.5794061958
40,29975,java,adaptive,6,5,high,3,expert,7.493153551424344,medium,36.31325902594622,6,36.8374507584734,2.5486215762159325,11922.632176467774
17,10262,javascript,adaptive,8,7,low,5,senior,9.646904788284608,medium,84.47091670758626,43,71.30282022890967,3.49037518625076,6731.412753509226
1,17564,javascript,corrective,7,6,medium,3,junior,0.7356335421576565,medium,41.83833377132715,28,4.027816273538787,1.6325305828774583,7819.1270733798265
61,48493,c#,corrective,8,10,medium,1,senior,0.5343460239101716,low,44.08551127025159,94,38.64155618305812,4.442417961398839,18092.38610550856
43,56756,typescript,perfective,9,6,low,7,senior,9.375503374073386,medium,63.42430909775426,43,40.63230318455793,2.790168941865097,18241.7881968367
42,8730,java,adaptive,6,12,high,7,junior,5.298756255182061,high,77.44774192759833,35,16.68382344208347,4.6680868475222255,8353.479550995073
25,20131,python,adaptive,3,3,high,8,junior,6.149030145669361,medium,3.3789150948248636,18,2.3085480551770177,2.8714796545357264,9235.194512908864
39,54001,python,adaptive,10,8,high,5,senior,4.824236015947289,high,59.31559955271343,5,13.338123663774281,2.1001610357629334,17723.796736932327
35,2279,php,corrective,3,11,low,5,expert,0.9365745260747449,high,18.673299409737098,24,65.46214957970551,1.5673153147506995,4755.976974183446
3,4106,c#,corrective,1,9,low,5,senior,7.680893784186665,low,34.594951786320294,30,80.22888163636875,1.0149803788451393,3735.1421765888754
44,13884,java,adaptive,5,5,low,1,expert,7.472246450885869,low,34.79686661552165,8,98.82034927269741,3.1286299399393425,7419.724680988665
51,7853,php,corrective,4,13,medium,5,junior,3.11703321492812,high,46.906034022115364,83,34.63635031084943,1.4286267877076937,7214.789612168096
12,19728,php,corrective,9,11,high,6,junior,3.062392452284004,high,33.41364118761734,73,59.937922226110175,2.566911054524713,9319.556406446858
